id,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10,class_11,class_12,class_13,class_14
173,0.25085158638618577,0.13322129282516665,0.24377416526665485,0.04934663781452839,0.057493879616441146,0.016488159466335285,0.05178942233067369,0.008124816628092895,0.015357915319909786,0.049375120332989964,0.07014578609041974,0.011863446747518639,0.022470979849827113,0.011707844871302454,0.007988946453953576
186,0.06792239152902081,0.021064033430099816,0.06094175623846688,0.020383327380795648,0.025791566523011098,0.002107560907035837,0.002407729308506594,0.002401214160730513,0.0028644039973312156,0.002899923622570702,0.7697063521705811,0.0022975729131859825,0.014950796085234107,0.0026492296773603526,0.001612142056069271
190,0.9935103785490169,0.0004042873983471036,0.000967983882887704,0.0007754518333843527,0.0005548796752380852,0.00023628254526125863,0.0003001296146319609,0.0003020547096066941,0.00024488537996175674,0.0007038425620800134,0.0002883559960631901,0.0007898609773025292,0.00029707316207397384,0.000302618135519206,0.00032191557862527273
195,0.6079570113154747,0.033042642936184634,0.07656987450807612,0.02565506398520311,0.0715186000624301,0.008881698750618672,0.01077191550771855,0.010202830568432594,0.010288940736578897,0.01910026302282687,0.04196632464649328,0.01128269166496507,0.050875553151511994,0.010945135608391577,0.010941453535093851
200,0.01995280852340367,0.0014639961533155193,0.8059772125486072,0.0025283285493839995,0.0014353341858141706,0.0008927396811754095,0.001123924540687868,0.000854096212189386,0.0011742384315124102,0.003051583276844443,0.006790050022398442,0.0009538179209991624,0.15174758733988064,0.0010869019650149377,0.0009673806487728179
209,0.06516016579974296,0.004501758771401636,0.07622297839736647,0.01125122344120845,0.019567528650998166,0.0019466750739888343,0.002431361577593535,0.002005900345083564,0.005762530646423753,0.002917173733105136,0.7962978364192577,0.0021203681782744543,0.006147785463274951,0.0023527005167737797,0.001314012985506699
210,0.03854183648335875,0.0021752607584899935,0.944867293405214,0.0016961621331082512,0.002316717292101722,0.0005835133015588703,0.0006250942173966261,0.0005773235881399297,0.0008897999607021609,0.0015309511652410637,0.002850545022997769,0.0008217439234158535,0.0010252103699027765,0.0007481382200034426,0.0007504101583687363
214,0.011046851437774561,0.0002921537442023354,0.9806839364753791,0.00544543488515515,0.0002432277906655469,0.00014287144088229108,0.00017694874373190802,0.00014008889545603234,0.0001832520002117808,0.00043318456912595744,0.00043548147441561583,0.00014069160423875536,0.0002609639182452026,0.00019326918716651464,0.00018164383334932235
215,0.9982971057054199,5.559608424535084e-05,0.00011635087112181735,0.00014611067846171045,0.0008303309587157603,4.05213735916976e-05,4.69080597448914e-05,5.199662275161945e-05,3.5462895702352187e-05,0.00010053131522501241,4.1496406562225906e-05,5.342345598987158e-05,4.8808201940284804e-05,5.909949504351329e-05,7.625787548422098e-05
217,0.0014705985803499268,0.0004266873518227803,0.0009571229967017934,0.0006378442936474178,0.0006123371120646224,0.00028375096043482855,0.0003302436016252258,0.00031736806300940634,0.00032365434265686603,0.00036979986107987475,0.9926669413283826,0.00041949646055959203,0.0004775335633258964,0.00041389174334450455,0.0002927297409944981
231,0.9522733368723187,0.0018660139076665148,0.004456816838033368,0.005570361703992068,0.018875880469699846,0.0013363499648040933,0.0015498649707690868,0.001505668080556405,0.0013053607316511453,0.0027061829380819104,0.0014756114766294826,0.001520478811120291,0.0017019887036101864,0.0015348553386376554,0.0023212291924293036
232,0.952404971113372,0.00248618958768378,0.0026532709789741896,0.010471820163884484,0.00798158229901901,0.0014745998902735234,0.0016821636420057031,0.0017930965372952058,0.0069710918421366265,0.002261829978673616,0.0015784123901984564,0.002011489321412566,0.001726740464289004,0.0019336520366629935,0.00256908975411903
239,0.0691160812734877,0.806804781544119,0.04170224305397362,0.006743350032618367,0.026630364758869093,0.0029991974611657196,0.002818263050279109,0.002802099485455122,0.002839907605746798,0.005552911800657008,0.0198296908803718,0.0025786651532286042,0.004162192444553083,0.002968769881345864,0.0024514815741290105
242,0.0054571959136376445,0.0001232597438159826,0.02022723850680055,0.9733116867058125,0.00012314867215077596,7.779078186002308e-05,9.501310174584605e-05,8.389704073438972e-05,8.930824593068389e-05,5.577907511417812e-05,8.902074116309212e-05,9.416630118700819e-05,9.538645120188899e-05,6.09140150931108e-05,1.619470375241429e-05
248,0.8738069532213337,0.012196702785432202,0.021770146139165652,0.009886363048345292,0.05440384314507159,0.0021879030494889695,0.004261653541070706,0.0030200718887721544,0.0024761466926595884,0.0021751574663988107,0.004325815994474749,0.0033642787808441186,0.0036861277567288788,0.0019670772208513067,0.00047175926936238557
254,0.9856507640470187,0.0005317968339494977,0.002637974863026502,0.0007033492837860815,0.006727550280782351,0.0002496149431925883,0.00029900751402321733,0.0002955355683084215,0.00024578308146886005,0.0007147961534412905,0.0005804869242597744,0.00030378268971905937,0.0003948461975303954,0.0003105390010062984,0.0003541726184868947
265,0.9868106330125868,0.0006989305099110521,0.0075885949033357904,0.0005262029268138887,0.000569727321017137,0.00023023795555580996,0.00027823768605807485,0.00028978504516592106,0.00024092110138986236,0.000639446238112125,0.0004616819474545572,0.0004932621876647581,0.0006568008913757638,0.0002810010046624373,0.00023453726889593898
268,0.07970442512619418,0.0012278444250785922,0.0015180088715128514,0.9089852681262824,0.0015250412425025417,0.0006786160127742637,0.0008423742278464534,0.0008062774520113991,0.0008919281727142271,0.0003474881086107199,0.0013147893543360284,0.0009088570318162175,0.00073509289461319,0.00046182239103403336,5.21665626730636e-05
269,0.8783352627644492,0.009698996486510788,0.018480069399083737,0.026512125384918202,0.005270365258760875,0.0027499677480794693,0.004677995999430182,0.003542217286982368,0.016081973506141725,0.004653976406044853,0.003443882160699589,0.015337312170082416,0.0033409781696263977,0.004284361531592244,0.003590515727597962
281,0.974346060735154,0.002480740995913622,0.011907558440850789,0.0012010803473710022,0.0009685524461461928,0.0006310492285143987,0.0006495581976737637,0.0006395285083774341,0.0006460232773937036,0.001403482201730339,0.002471076549152985,0.0006343018776406651,0.000870671212820856,0.0006284104714830921,0.0005219055097770657
282,0.2556518450717878,0.003150772150714804,0.01974014357395163,0.6883983533418119,0.005428326878064238,0.002224358397022665,0.0026968391004070767,0.0025068833386913372,0.003390451458204567,0.0035923894787167924,0.003178080870973326,0.0026316404911898247,0.002625038271551056,0.002486844007640535,0.0022980335692724843
286,0.7916226988555792,0.014410924640423517,0.09158974786992528,0.015116947010955483,0.010223811802735698,0.003826344072727032,0.004409284321494393,0.004345088561583191,0.005714801652760316,0.007999035379611113,0.00771695095667564,0.009388277533764904,0.008960348964984396,0.02009749335313412,0.004578245023645697
299,0.6582260099749746,0.0015941134285755473,0.006709484003828344,0.3191218704076511,0.001634614894946967,0.0010987856143291222,0.0012236478054112358,0.0011471914304655244,0.0011188787057627018,0.002026630641286599,0.001240310455260474,0.001304174439636964,0.0012015930863096048,0.0011810755227248382,0.0011716195888364016
303,0.9943395399508032,0.00032191378240442446,0.001082713700776446,0.0007900359578134343,0.0005696074865773504,0.00022584428835165863,0.0003419414670595581,0.00026542806439685667,0.0002001307850380507,0.000497806322586596,0.00023280935201420788,0.0002622067379313126,0.0002682607639773766,0.00025188064369689544,0.00034988069657262435
304,0.12164874671945583,0.0016942062294133895,0.0018285966842408446,0.0011209794524469179,0.8688369164998532,0.00036759532944493674,0.00040919367020703703,0.00041027360411461825,0.00040175314814537886,0.0007643599318587767,0.0005145942606937892,0.0004897485298528523,0.0004532982808071231,0.0005942430850149926,0.000465494574450496
308,0.7571311052017662,0.010984135656641346,0.043624947691233824,0.034600503606852094,0.012615133877454074,0.006901341216055997,0.011415479755812604,0.006741287976747477,0.007251051459661138,0.017837373201198724,0.013309481936208234,0.00886746951141422,0.008677603724988296,0.007812370469856516,0.052230714714109255
313,0.012768849342341149,0.0013287876550150397,0.981902596565267,0.0006454981808864225,0.000515753204752639,0.0003539533231265263,0.00028423674113177503,0.000261122913428602,0.00024289394682471801,0.0002957509444254323,0.00044170142231370025,0.00029012523027555326,0.00043994785917456216,0.00019510823391176403,3.367443712511403e-05
324,0.015009248393561964,4.651167659154515e-06,0.010003609361352608,0.9599368239777284,4.2639766421023825e-06,4.17383813281194e-06,3.862081742863549e-06,3.517611301351484e-06,0.0050045899510963235,4.754338535339355e-06,0.005004275178514029,4.565935237914758e-06,0.0050043827249656985,3.965446589528974e-06,3.3160169401749395e-06
326,0.15827767587849628,0.0018531789594773522,0.8205797667986061,0.0029802326599515493,0.002309033227934653,0.0009473276067901648,0.0011222887201293357,0.0010151089386599313,0.0012098925415977638,0.0028039328305230226,0.0020568476156157755,0.001047465962294614,0.0015495575393169286,0.00123398001035461,0.0010137107102518462
327,1.1313426212759466e-05,1.1103333775021479e-05,0.005008969228460289,0.00026408756343063503,2.0115243236542663e-05,1.0451347180756702e-05,1.176564882640036e-05,1.0546363165432368e-05,1.198646512732572e-05,1.1223574489984368e-05,0.9945756371247101,1.0986784709747291e-05,1.972355818098924e-05,1.2134407006923845e-05,9.95593148692389e-06
328,0.06869779705614683,0.008145695624480587,0.002458938662259035,0.9093436633253462,0.0005102719839488813,0.0009763943162639251,0.0021849725685810636,0.0017353686760471893,0.0011309024482115853,5.553911698095947e-05,0.0015184809338774751,0.0018149058301070002,0.0011701265105954865,0.0002565533088231687,3.8963833047832116e-07
329,0.9800696912157842,0.0013594051329980754,0.0027171508989024856,0.003586412467278737,0.0025440652713401494,0.0006956412891728281,0.0008466017541987338,0.0008423711125837822,0.0006967258017976903,0.0018744580505543494,0.0009635693584660753,0.000878335734674171,0.0009198021670597407,0.0009624068548372265,0.0010433628903517551
335,0.016783896814016288,0.00019887294692208588,0.0053560205011434275,0.9712695517876047,0.00019967383142541927,0.00013843014966104288,0.00016390797866175496,0.000156807629946371,0.0001359415641545425,6.740571137544146e-05,0.00013186469940505908,0.00017057896712878453,0.00012810362484175805,0.0050871118557236335,1.1831937989650138e-05
339,0.4764740206842161,0.18800717219239452,0.11110116789509764,0.05562244959290582,0.04090910774328556,0.0073685757273973555,0.006721631156714703,0.006784662648662158,0.007319478795139464,0.018063382933160343,0.01809905529771806,0.00703461731673092,0.04092435944381107,0.007795237883707432,0.0077750806890587686
341,0.8222041896504277,0.00440206224524449,0.13835174259295838,0.0037952551263850673,0.009308971774871493,0.0014315258697112406,0.0013838233363210363,0.0013496682928673016,0.0018697421494169783,0.008028087379598967,0.001813134901301576,0.0014216742231839448,0.0015971102367902355,0.0016828779716959832,0.001360134249225601
343,0.00016974142938501534,0.005048116663659841,0.9889701121089984,6.742834422029289e-05,0.005042808983051901,2.5382475315119663e-05,2.728285742186204e-05,2.4324359323738264e-05,3.067074038028307e-05,8.680832318468442e-05,0.00036380963825356966,4.251345351090205e-05,3.91598874996697e-05,3.359043565261601e-05,2.8250300142123715e-05
345,0.9360206601355032,0.003726167101516957,0.015594553669640639,0.007284472164239368,0.011318932327270784,0.0021914499889805483,0.002226261699057193,0.002575932081841242,0.0019591108624972364,0.00368117737627896,0.0024795846518651174,0.0022216898188006655,0.0023455738808688224,0.0034358851785423407,0.002938549063096931
346,0.00028268951612574043,0.9621478202022171,0.030308281972702515,0.005245069060527128,0.0002127574215882956,0.00034546786171162677,0.00014555401078633084,0.00016622131024818983,0.00014322696077445957,0.00017681244512802126,0.0002324973142179286,0.00012780621705495116,0.0001813739439063264,0.0001450614489135157,0.000139360314097687
348,0.5438570373095759,0.0010768618914317957,0.44376193409739817,0.001599447779197586,0.0017288771556349754,0.0005435740725694871,0.0005975516494367076,0.000579089319111438,0.0005524111002902689,0.001894079603744627,0.0010705831250811418,0.0006224292135594352,0.0008159194661369031,0.000703668063032076,0.0005965361537994292
350,0.9985258400087698,0.00010409336880310005,0.0003643606519136786,9.459960362726808e-05,0.00018667010872675327,4.5712218103942125e-05,5.558485441419755e-05,6.388372036801578e-05,4.479996751732612e-05,0.000173699376276344,6.012933779566308e-05,6.025600722965296e-05,9.089637286540048e-05,5.680129987568391e-05,7.267310371350641e-05
351,0.22708203304635727,0.0012253402864750773,0.0008342127740635457,0.7638380703838042,0.0009865488091569492,0.0005098342496513788,0.000546042667425359,0.000535971016038567,0.0005048778022682663,0.0008304379151065028,0.0006323115510671879,0.0007634035622555741,0.0007532800241773962,0.000517757004542363,0.00043987890761044025
357,0.9985639202894482,8.597944103278463e-05,0.0001797848061808722,0.0002684227751114928,0.00011829561207912566,5.721964118827021e-05,7.059199776686032e-05,7.751572797227711e-05,5.6684814168219586e-05,0.0001381971309903716,6.425874617233392e-05,7.649907893214533e-05,8.84779474777679e-05,7.450073940185446e-05,7.965125207756881e-05
362,0.5827374813527033,0.011261058941278991,0.2434066612062528,0.06381779846749502,0.03088114392757698,0.003856729480798858,0.004076760621778245,0.003940979426658771,0.00397342663678812,0.016618440105718574,0.010041993706359512,0.0042995765999281925,0.01229053542628515,0.004716155656401954,0.004081258443975532
390,0.9992209128458069,8.232203446310766e-05,0.00014317733651379453,0.00011772714266938785,4.739665737345594e-05,3.863823083835636e-05,3.594743462084872e-05,3.800911893758229e-05,3.5518631241465404e-05,6.41831650326189e-05,4.30184497851538e-05,3.8361281754754796e-05,3.749525076848874e-05,3.222806004174159e-05,2.5064360152350484e-05
393,0.9256525267079377,0.0007510894130470731,0.0638942365828737,0.001084625230845511,0.001065357473956316,0.00044616603924776114,0.0004954732949640246,0.0005287203701872855,0.0008051832895265627,0.0011745365445739325,0.0015264973000518101,0.0005483633679309263,0.000878807908877585,0.0005416102855205485,0.0006068061904593006
399,0.007110376628845061,0.005876054196294462,0.0005552872384988152,0.0007037915703944787,0.0006444752706876791,0.0003622464317378521,0.0004090260710480868,0.0004238606255951136,0.0004048450506647218,0.000480167138701302,0.0004027840553005545,0.00042697110380954717,0.005401138369460944,0.9763933985408746,0.00040557770808673644
401,0.99743593602525,0.00013024303468887823,0.0008308452947569211,0.00016150573310089308,0.00042536676500153103,6.547266280608771e-05,8.027789266896172e-05,8.496705984326701e-05,6.423362166926508e-05,0.00021156283132696944,0.00010340519796995918,9.602991132338065e-05,9.071339339077377e-05,8.505525367560135e-05,0.0001343853225275866
405,0.9985236660230099,0.00016995962750765238,0.0002518903213772455,0.00011506998920532124,0.00011462975401384209,5.834204300293453e-05,7.293236437793983e-05,8.099412411689549e-05,6.095243109793435e-05,0.00015060881153081352,7.243912286686417e-05,8.433973272321193e-05,8.831992714602875e-05,7.859054095423085e-05,7.726518706916842e-05
409,0.7711489799902551,0.020164101311463345,0.03134545881842071,0.023253778475682826,0.07383270477030715,0.004922919839128655,0.005810067797906396,0.005685808408293593,0.007258243692515308,0.011123299721486245,0.009442611123110768,0.006388955790295153,0.006038234685897574,0.01591475957073706,0.007670076004500116
414,0.0007511490278081163,0.004795866520456351,0.005593621230427077,0.0005927974281541369,0.9859075681002567,0.00018634402663732778,0.0001973054621688599,0.00019920239391351102,0.00020756260968031654,0.00030444452638066807,0.00034758829368921603,0.0002136065303789722,0.0002460428486173769,0.00022993979130107316,0.00022696121013015573
415,0.009281950988618348,0.003057209581300739,0.9802049720965778,0.0010839205356383205,0.0006764212121808226,0.0003907481144895267,0.00044399275543704255,0.000409162835107294,0.00045086187166760376,0.0010665706884365395,0.001145117400601457,0.00038528214187527957,0.0005308699898716704,0.0004932582171201283,0.0003796615710775803
428,0.7270112141301757,0.003727324334791036,0.19059644564161465,0.03094000926394867,0.004820119524356463,0.0028089566267025154,0.002684138706466167,0.002539679314528749,0.002516432462570734,0.005341628205716846,0.013523939023135955,0.004096903642175576,0.004081553815456305,0.002884914508502865,0.0024267407998578676
449,0.01524770004947649,0.005644346045453932,0.0051554158297022,0.9629665178633434,7.994982689093569e-05,0.00010387956325225626,0.00010939121176140137,0.00010669199096740473,0.0001160373636626871,4.367044914417004e-05,9.888440868921205e-05,0.00013229531983322554,0.00012256268600539086,0.005063947920066068,0.005008709471751064
455,0.013761449563606618,0.001660798831093864,0.9748432086199159,0.00248761237455417,0.0013050430795014058,0.0005863813229972508,0.00044552868726285887,0.000386645136510203,0.000482758598552389,0.0012923915803198216,0.0008712552666567858,0.00045425323767872273,0.0005996445879585492,0.0004906928908468859,0.0003323362225445558
468,0.4899871420301245,0.02963726479059213,0.05085290643578466,0.329758762970069,0.026091439947310627,0.006002503552773073,0.006220104596376175,0.005590431549598387,0.006115400625510598,0.011592414319556606,0.008467403197104373,0.006260462929563702,0.005907307780684615,0.011518296616143488,0.0059981586588079405
473,0.7201626297674526,0.014387483037028618,0.07733299709872772,0.046732049825252975,0.029543900466694688,0.006939606719387798,0.007822957867209025,0.007251968892238465,0.007858377508577007,0.019046783247994144,0.021908465177871265,0.009593181756107473,0.008329855886056194,0.015462886623597776,0.007626856125804317
